business_name,Address,Founded / Registration Date,Erloschen / Took possesion,Expiration Date
Tuchler & Comp,"Paulsborner Str. 94,  Berlin",1919,1938,
G. Weil & Co,"Paulsbornerstr. 90,  Berlin",1935,1939,1940
Neumann & Perls,"Paulstr. 20c,  Berlin",1900,1937,
Technisches Bureau Ingenieure Maag & Baron,"Paulstr. 7,  Berlin",1922,1938,1942
Illes Heimann,"Perleberger Str.  50,  Berlin",,,
Max Beuthner,"Perlebergerstr. 29,  Berlin",1910,1938,
Julius Taucher,"Pestalozzistr.  10,  Berlin",,,
Gustav Lieblich,"Pestalozzistr.  14,  Berlin",,,
Tuchner & Zwaß,"Pestalozzistr.  30,  Berlin",,,
Oskar Brandeis,"Pestalozzistr.  49,  Berlin",,,
Sophie Katz,"Pestalozzistr.  51,  Berlin",,,
Arnold Bachrach,"Pestalozzistr.  54,  Berlin",,,
Ludwig Schück & Hedwig Schück,"Pestalozzistr.  59,  Berlin",,,
Wolff Weitz,"Pestalozzistr.  65,  Berlin",,,
Joseph Friedlich,"Pestalozzistr.  78,  Berlin",,,
Rosa Birnbaum,"Pestalozzistr.  86,  Berlin",,,
"Ulrich Wollstein, Dipl. Kfm, Dipl. Hdl. Lehrer","Pestalozzistr.  99,  Berlin",,,
W. Liebenhagen,"Pestalozzistr.  99,  Berlin",,,
Tuchmann & Co,"Pestalozzistr. 102,  Berlin",1935,1939,
Max Fleischer,"Pestalozzistr. 104,  Berlin",1923,1936,
Rosa Metzger,"Pestalozzistr. 27,  Berlin",1911,1937,
Wolff & Liepmann,"Pestalozzistr. 33,  Berlin",1922,1938,
Alfred Abrahamsohn,"Pestalozzistr. 4,  Berlin",1914,1938,
Locker & Aronovici,"Pestalozzistr. 49,  Berlin",1911,1938,
Konfektion Erich Friedeberger,"Pestalozzistr. 76,  Berlin",1926,1938,1939
Markus Kreisberg,"Pestalozzistr. 86,  Berlin",1914,1940,
Bernhard Friedler Tabakwarengroßhandlung,"Pestalozzistr. 9a,  Berlin",1936,1939,
Rosa Blumenfeld,"Peter Fischer Str. 3,  Berlin",1916,1933,
Jonas Adler,"Petersburger Str. 18,  Berlin",1916,1937,
Salon Woelfel,"Pfalzburger Str.  11,  Berlin",,,
Leo Rietzker,"Pfalzburger Str.  17,  Berlin",,,
"Erna Barnaß, Vertreterin","Pfalzburger Str.  3,  Berlin",,,
Lilly Jacobius (Lilli Jacobius),"Pfalzburger Str.  7,  Berlin",,,
Alice Oelsner,"Pfalzburger Str.  72,  Berlin",,,
Martha Thamm,"Pfalzburger Str.  81,  Berlin",,,
Krifa-Versandbücherei Richard Mannheim,"Pfalzburger Str. 25,  Berlin",1922,1938,1939
M. Oppenheim & Co,"Pfalzburger Str. 26b,  Berlin",1912,1938,
Edgar Riesenfeld,"Pfalzburger Str. 46,  Berlin",1921,1943,
Gustav I. Berger,"Pfalzburgerstr. 51,  Berlin",1914,1939,
Gustav Kamnitzer,"Pflügerstr. 13,  Berlin",1916,1938,
Deutsch & Lachmann,"Pflügerstr. 18,  Berlin",1899,1936,
Bernhard Krieger,"Pflügerstr. 8,  Berlin",1916,1938,
Johanna Rawack,"Philippistr.  10,  Berlin",,,
Max Schwenke,"Pichelsdorfer Str. 114a,  Berlin",1931,1935,1939
Hohenzollern Apotheke Friedr. Koch Nachf. Apotheker Max Friedländer,"Pichelsdorfer Str. 14,  Berlin",1899,1939,
Louis Salomon Nachf. Inh.: Julius Weiß,"Pichelsdorfer Str. 16,  Berlin",1931,1938,1938
"Eugen Haase, Eisenwarenhandlung, GmbH","Pichelsdorfer Str. 21,  Berlin",1922,1938,
Richard Brat,"Pichelsdorfer Str. 95,  Berlin",1918,1939,
Wolff & Bukoszer,"Pieskower Weg 11,  Berlin",1922,1939,
Jacob Pelziger,"Pistoriusstr. 115/116,  Berlin",1922,1938,
Rudolf Pelziger,"Pistoriusstr. 36/37,  Berlin",1904,1939,
Haarspinnerei- und Zurichterei GmbH,"Pistoriusstr. 66/69,  Berlin",1933,1938,1938
Maschinenoel Import Gesellschaft Foellner & Sachs,"Pistoriusstr. 81/83,  Berlin",1901,,
Ebro Erste Berliner Dampf-Roßhaarspinnerei AG,"Pistoriusstr. 96,  Berlin",1923,1938,
Gebr. Böhm GmbH,"Pistoriusstraße 10,  Berlin",1937,,
M. Wurzel & Sohn Mützenfabrikation,"Planitzstraße 55,  Berlin",1930,1938,
Martin Wittenberg in Firma Fuchs,"Planufer  24,  Berlin",,,
Egers & Engel,"Planufer 29,  Berlin",1901,1939,
"Hokanson & Hirschfeld, Buttergroßhandlung GmbH","Planufer 33,  Berlin",1926,1940,
Gelatine-Kapsel-Fabrik Apotheker Gotthilf GmbH,"Planufer 53,  Berlin",1927,1937,
Wittenauer Boden-AG,"Planufer 82/85,  Berlin",1910,1936,
Hugo Warschauer & Ascher,"Planufer 9,  Berlin",1902,1937,
Rumpler Motoren GmbH,"Platanenallee 8,  Berlin",1930,1935,1936
Rumpler Ocean-Flug GmbH,"Platanenallee 8,  Berlin",1930,1938,
Volksbühnen-Verlags und Vertriebsgesellschaft mbH,"Platz der Republik 7,  Berlin",1924,1935,
Siegfried Gunzenhäuser,"Platz vor dem Neuen Tor ,  Berlin",1923,1935,
Leo Baruch & Co,"Podbielskiallee 1,  Berlin",1920,1938,
Georg Loewe Spitzen,"Podbielskiallee 20,  Berlin",1922,1939,
Else Herzberger ( Elsa Herzberger),"Pommersche Str.  7,  Berlin",,,
Haus an der Bayerischenstraße GmbH,"Pommersche Str. 5,  Berlin",1924,1938,
Diaetei Berlin Georg Cohn,"Porbststr. 14/15,  Berlin",1915,1938,
Sternapotheke Hugo Eilenberg,"Posener Str. 7,  Berlin",1902,1937,
Henriette Levy Strick- und Nähmaschinen,"Poststr. 10,  Berlin",1913,1932,
Israel M. Merel,"Poststr. 10,  Berlin",1930,1940,
Max Süßermann,"Poststr. 10/11,  Berlin",1935,1939,
M. & A. Mendelsohn,"Poststr. 12,  Berlin",1925,1934,
Bernhard Grzymisch,"Poststr. 12,  Berlin",1903,1935,
Hugo Schendel,"Poststr. 12,  Berlin",1937,1939,
Hans Alexander,"Poststr. 12,  Berlin",1935,1940,
Tefiko Textil-Finanzierungs-Kontor Hermann Unger,"Poststr. 20a,  Berlin 
    
                                                                                          Klosterstr. 17/19,  Berlin",1935,1931,
Kappler & Co,"Poststr. 24/25,  Berlin",1936,1939,1939
Artur Friede,"Poststr. 26,  Berlin",1920,1936,
Paul Samter,"Poststr. 26,  Berlin",1926,1939,
Jugend-Moden GmbH,"Poststr. 28,  Berlin",1933,1938,1939
Richard Ladendorff französische gewebte Gobelins und Möbelstoffe,"Poststr. 28,  Berlin",1910,1936,
Brenner & Nathan,"Poststr. 28,  Berlin",1903,1937,
S. Neumann & Co GmbH,"Poststr. 29,  Berlin",1930,1932,
Carl Koppenheim vormals Paul Siebeling,"Poststr. 29,  Berlin",1902,1937,
"Emco, Herrenwäsche, Inhaber Martin Cohn","Poststr. 29,  Berlin",1934,1939,
Friedmann & Co. Gummimäntelfabrikation,"Poststr. 30,  Berlin",1930,1939,1939
Heymann & Lippmann,"Poststr. 30,  Berlin",1919,1938,
Max Weiß & Sohn,"Poststr. 30,  Berlin",1921,1938,
Albert A. Levy,"Poststr. 30,  Berlin",1919,1939,
Caro & Rosenhain,"Poststr. 31,  Berlin",1901,1930,1937
L. Elsbach & v. Nordheim,"Poststr. 31,  Berlin",1910,1938,
Wilhelm Croner,"Poststr. 31,  Berlin",1913,1938,
"Grotex, Großhandels-Textilgesellschaft mbH","Poststr. 31,  Berlin",1934,1939,
Postkartenverlag Landsberger & Co,"Poststr. 6,  Berlin",1935,1939,
Franz Hoffstaedt,"Poststr. 6,  Berlin",1936,1940,
Julius Heimann,"Poststr. 6/7,  Berlin",1900,1938,1939
Max Schlesinger,"Poststr. 68,  Berlin",1919,1937,
Bodenstein & Alexander,"Poststr. 7/8,  Berlin",1862,1939,1940
Oppenheimer & Hartog,"Poststr. 7/8,  Berlin",1867,1938,1939
Georg Israel,"Poststr. 7/8,  Berlin",1925,1938,1939
B. B. Berufs-Bekleidung Waldstein & Co,"Poststr. 7/8,  Berlin",1930,1939,1939
Silberstein & Schybilski,"Poststr. 7/8,  Berlin",1924,1938,1938
Hartmann & Klempner GmbH,"Poststr. 7/8,  Berlin",1923,1933,
Adolf Brieger,"Poststr. 7/8,  Berlin",1921,1939,
Gabriel Hirsch,"Poststr. 7/8,  Berlin",1929,1939,
Theodor Stein & Co,"Poststr. 7/8,  Berlin",1933,1941,
Sally Preßburger,"Poststr. 7/9,  Berlin",1932,1937,
Singer & Wahrenberg,"Poststr. 9,  Berlin",1901,1939,
Türk & Wassermann,"Poststr. 9,  Berlin",1901,1939,
Paul Loewe,"Potsdamer Platz 1,  Berlin",1923,1938,
Dr. jur. Leopold Prinz,"Potsdamer Str.  1,  Berlin",,,
NORMA Textilges. mbH,"Potsdamer Str.  122,  Berlin",,,
City (Meyer in der City),"Potsdamer Str.  136,  Berlin",,,
Möbelhaus Scheenfeldt,"Potsdamer Str.  143,  Berlin",,,
"Kurt Löwenstein, Schuhhaus, später Schuhhaus Schulz, danach Schuhhaus Schulz Nachf.","Potsdamer Str.  30,  Berlin",,,
Egon Loewenberg,"Potsdamer Str.  33,  Berlin",,,
Schuhhaus Mercedes,"Potsdamer Str.  48,  Berlin",,,
David Spritzer,"Potsdamer Str.  7,  Berlin",,,
Alfons Hopp,"Potsdamer Str.  82,  Berlin",,,
Briske & Prohl,"Potsdamer Str. 10/11,  Berlin",1910,1941,
Salomon Kracher,"Potsdamer Str. 104,  Berlin",1937,1940,
Gesellschaft für Wohnbauten mbH,"Potsdamer Str. 105,  Berlin",1925,1937,
Walther Wachsmann,"Potsdamer Str. 109,  Berlin",1923,1938,1940
Gastronomia Restaurations-GmbH,"Potsdamer Str. 11,  Berlin",1927,1940,
Gea Verlag GmbH,"Potsdamer Str. 110,  Berlin",1907,1939,1939
A. Müller u. A. Müller,"Potsdamer Str. 111,  Berlin",1926,1937,
Emil Fürth GmbH,"Potsdamer Str. 113,  Berlin",1921,1934,
Herrenartikel Metropol Sally Bukofzer,"Potsdamer Str. 113,  Berlin",1920,1938,
Mechel Malter,"Potsdamer Str. 114,  Berlin",1924,1937,
Leo Bohm,"Potsdamer Str. 118c,  Berlin",1920,1939,
Deutscher Werkfilm GmbH,"Potsdamer Str. 119b,  Berlin",1925,1934,
von Heyne & Co,"Potsdamer Str. 12,  Berlin",1924,1938,1941
Nettersche Verwaltungsgesellschaft mbH,"Potsdamer Str. 121d,  Berlin",1930,1935,1937
"Annoncen-Expedition Jacques Albachary, GmbH","Potsdamer Str. 122,  Berlin",1904,1934,1937
Rudolph Lepke's Kunst-Auctions-Haus,"Potsdamer Str. 122,  Berlin",1900,1936,
Kopp & Joseph,"Potsdamer Str. 122,  Berlin",1901,1939,
Conrad Tack & Cie. AG,"Potsdamer Str. 122a/b,  Berlin",1912,1933,1944
Moritz Heilbrun,"Potsdamer Str. 123a,  Berlin",1912,1936,
Mauritius-Verlag Ernst Mayer,"Potsdamer Str. 123b,  Berlin",1920,1935,
Hugo Rosenfeld sr.,"Potsdamer Str. 124,  Berlin",1900,1935,1935
Hans Krause GmbH,"Potsdamer Str. 124,  Berlin",1925,1939,
Wärmestelle Steine und Erden GmbH,"Potsdamer Str. 125,  Berlin",1937,,
August Burg,"Potsdamer Str. 127/128,  Berlin",1900,1936,
Deutsche Industrie-AG,"Potsdamer Str. 127/128,  Berlin",1913,1936,
Deutsche Kohlenhandelsgesellschaft mbH,"Potsdamer Str. 127/128,  Berlin",1914,1938,
Deutsch-Böhmische Kohlen-Handelsgesellschaft mbH,"Potsdamer Str. 127/128,  Berlin",1914,,
Deutsche Industrie AG,"Potsdamer Str. 127/128,  Berlin",1913,,
Kohlenhof GmbH,"Potsdamer Str. 128/129,  Berlin",1918,1938,
Gea's Ausstattungshaus Abrahamowicz & Gottschall,"Potsdamer Str. 129/130,  Berlin",1935,1939,1940
D. L. Haim & Co GmbH,"Potsdamer Str. 129/130,  Berlin",1926,1934,
"Holzverwertung Kurt Rojek & Co, GmbH","Potsdamer Str. 131,  Berlin",1932,1934,
Emil Nürnberg,"Potsdamer Str. 132,  Berlin",1904,1933,
City-Cafébetriebsgesellschaft mbH,"Potsdamer Str. 136/138,  Berlin",1928,1932,
"Eisenbetongesellschaft Dittmar Wolfsohn & Co, Breslau, Zweigniederlassung Berlin","Potsdamer Str. 141,  Berlin",1929,1938,
Gesellschaft für Verwaltung von Vermögensanlagen mbH,"Potsdamer Str. 162,  Berlin",1938,1939,
Polyderma Vertriebs GmbH,"Potsdamer Str. 18,  Berlin",1930,1937,1939
Carl Becher,"Potsdamer Str. 19,  Berlin",1906,1938,
Dorusim Laboratorium Otto Simon,"Potsdamer Str. 19,  Berlin",1933,1939,
Bellevue-Apotheke Dr. Georg Herzberg,"Potsdamer Str. 1a,  Berlin",1902,1937,
Dr. Georg Herzberg Fabrikation pharmazeutischer Präparate,"Potsdamer Str. 1a,  Berlin",1925,1943,
Deutsche Revisions-Gesellschaft Wirtschafts-Treuhänder AG,"Potsdamer Str. 22,  Berlin",1923,1933,
S. Simonson,"Potsdamer Str. 23a,  Berlin",1900,1939,
Max Schulmann,"Potsdamer Str. 26,  Berlin",1934,1935,1939
"Leitz, der Laden für Bedarf und Luxus Karl Leitz","Potsdamer Str. 27,  Berlin",1933,1937,
Julius Lennhoff,"Potsdamer Str. 27,  Berlin",1903,1938,
J. L. Deutsch & Sohn,"Potsdamer Str. 28,  Berlin",1915,1940,
Humboldt Apotheke Dr. Otto Lusch,"Potsdamer Str. 29,  Berlin",1904,1936,
Loeser & Wolff GmbH,"Potsdamer Str. 31,  Berlin",1920,1935,
"Harry Fabian Vermittlung von Geschäfsverkäufen, Grundstücken, Hypothekenkrediten","Potsdamer Str. 31,  Berlin",1932,1939,
Max Rosenheimer,"Potsdamer Str. 31/32,  Berlin",1908,1938,
Nordpol-Pelze Benno Reicher,"Potsdamer Str. 31a,  Berlin",1921,1939,
Plakatanschlag-Vermittlung Jacques Albachary GmbH,"Potsdamer Str. 35,  Berlin",1934,1938,
Grüger & Gumpert,"Potsdamer Str. 39,  Berlin",1922,1935,
Gesellschaft für rauchlose Feuerungsanlagen GmbH,"Potsdamer Str. 39,  Berlin",1912,,
Julius Victor,"Potsdamer Str. 39a,  Berlin",1912,1938,
Wilhelm Sabor,"Potsdamer Str. 39a,  Berlin",1911,1939,
Eigenheim-Dauerholzhaus-GmbH,"Potsdamer Str. 4,  Berlin",1930,1933,1940
Optikopie Fototechnische Gesellschaft mbH,"Potsdamer Str. 4,  Berlin",1934,1938,1939
Kino für Jedermann GmbH,"Potsdamer Str. 4,  Berlin",1931,1933,
Textila Textil Ausfuhrgesellschaft mbH,"Potsdamer Str. 4,  Berlin",1937,1938,
J. Adler junr. Frankfurt a. M. Zweigniederlassung Berlin,"Potsdamer Str. 4,  Berlin",1912,,
Möbel-Hansa Margarete Scharlinski,"Potsdamer Str. 40,  Berlin",1936,1939,1940
Königliche priv. Adlerapotheke Otto Doehl Nachf. Inhaber Apotheker Julius Siegmann,"Potsdamer Str. 40,  Berlin",1899,1936,
Ernst Schotte & Co,"Potsdamer Str. 41a,  Berlin",1901,1940,
M. & A. Hahn,"Potsdamer Str. 44,  Berlin",1924,1939,
Joseph Lehrs,"Potsdamer Str. 47,  Berlin",1907,1937,
Norma-Textil-GmbH,"Potsdamer Str. 48,  Berlin",1928,1939,1940
M. Cramer & Cie Agentur & Maklergeschäft,"Potsdamer Str. 5,  Berlin",1924,1938,
Max Ochs & Co Holzgroßhandlung,"Potsdamer Str. 50,  Berlin",1919,1936,
A. Bergmann & Co,"Potsdamer Str. 56,  Berlin",1920,,
Siegbert Levy,"Potsdamer Str. 6,  Berlin",1901,1939,
Stern-Verschlüsse GmbH,"Potsdamer Str. 61,  Berlin",1922,1936,1937
Herrmann Heymann Hutfabrik,"Potsdamer Str. 61,  Berlin",1908,1939,
Bürohaus Potsdamer Straße 26a und 26b GmbH,"Potsdamer Str. 62,  Berlin",1922,1938,
Parfümerie Eilenberg & Appel,"Potsdamer Str. 62a,  Berlin",1923,1938,1939
Der Herr Geschäft feiner Herren-Moden nach Maß Julius Bergmann & Söhne,"Potsdamer Str. 63,  Berlin",1920,1938,
Stanislaus Sachs,"Potsdamer Str. 63,  Berlin",1914,1938,
Jüdischer Verlag GmbH,"Potsdamer Str. 63,  Berlin",1911,1939,
A. Davidoff & Co,"Potsdamer Str. 64,  Berlin",1908,1938,
Lemel Liebermann,"Potsdamer Str. 65,  Berlin",1925,1935,
Hugo Frommer,"Potsdamer Str. 65,  Berlin",1937,,
Allgemeine Treuhand-Stelle für die jüdische Auswanderung GmbH,"Potsdamer Str. 72,  Berlin",1937,,
Th. Flörsheim & Cie,"Potsdamer Str. 74,  Berlin",1917,,
Bahn-Bau- und Maschinenbedarf-AG,"Potsdamer Str. 75,  Berlin",1922,1939,
Hermann Bodenheimer,"Potsdamer Str. 76a,  Berlin",1921,1936,
A. Hefter Fleischwaren-GmbH,"Potsdamer Str. 76b,  Berlin",1932,,
Moritz Warschauer,"Potsdamer Str. 80a,  Berlin",1903,1937,
Albert Wisniewski,"Potsdamer Str. 82d,  Berlin",1928,1939,
"E. Witte's Apotheke, Julius Hirschberg","Potsdamer Str. 84a,  Berlin",1900,1936,1936
Paul Bronheim,"Potsdamer Str. 86b,  Berlin",1924,1938,1941
Meta Simon,"Potsdamer Str. 88,  Berlin",1937,1940,
London Style Fedor Grünthal,"Potsdamer Str. 9,  Berlin",1928,1938,
Siegmund & Ernst Cohn,"Potsdamer Str. 9,  Berlin",1903,1940,
Felix Schoenfeldt,"Potsdamer Str. 90,  Berlin",1923,1939,
Karl Heimann Koffer & Lederwaren,"Potsdamer Str. 94,  Berlin",1918,1938,1939
Otto & Carl Philipp,"Potsdamer Str. 97,  Berlin",1923,1938,
Otto Liebmann,"Potsdamer Str. 98,  Berlin",1936,,
Der deutsche Qualitäts-Schuh,"Potsdamer Str., Ecke Kurfürstenstr. ,  Berlin",,,
Pension von Kessel,"Potsdamer Straße  118,  Berlin",,,
Geschwister Salomon,"Prager Platz  5,  Berlin",,,
Ida Kovacs - Wiener Modeartikel,"Prager Platz  6,  Berlin",,,
Bialek Schuh Dawid Bialek & Co,"Prager Platz 2,  Berlin",1937,1940,
"Hotel-Pension Pragerhaus Kravetz, Gautscher & Co","Prager Platz 4a,  Berlin",1931,1939,
Karl Reinke,"Prager Str.  6,  Berlin",,,
"Paul Langer, Fabrikation und Export zeitgemäßer Werbeartikel für Industrie, Handel und Gewerbe","Prager Str. 12,  Berlin",1923,1939,1940
Rudolf Bieber & Co,"Prager Str. 17,  Berlin",1928,1934,
"Adolf Kosterlitz, Materialwaren","Prager Str. 17,  Berlin",1904,1937,
Märkische Isolierfabrik Eugen Samuels,"Prager Str. 27,  Berlin",1926,1934,
Georg Weichmann,"Prager Str. 28,  Berlin",1927,1936,
Max Lehrer,"Prager Str. 34,  Berlin",1900,1940,
Gustav Blumenau,"Prager Str. 7,  Berlin",1912,1937,
Günther Phiebig,"Prager Str. 9,  Berlin",1906,1938,
Gebr. Blumann & Grünberg,"Präsidentenstr. 3,  Berlin",1910,1941,
Isaak Reitzes,"Prenzlauer Allee  148,  Berlin",,,
"P. Fonquet, Inh. Salomon","Prenzlauer Allee  183,  Berlin",,,
Kammerjäger Simon,"Prenzlauer Allee  214,  Berlin",,,
Albert Mautner,"Prenzlauer Allee  236,  Berlin",,,
"Julius Baruchsohn, in Firma: Kleiderpflege Hilda","Prenzlauer Allee  87,  Berlin",,,
Gebr. Schefftel Seifenfabrik,"Prenzlauer Allee 100,  Berlin",1922,1938,1938
Alfred Alexander,"Prenzlauer Allee 100,  Berlin",1916,1940,
Julius Woyda,"Prenzlauer Allee 11,  Berlin",1916,1939,
Emanuel Kunst,"Prenzlauer Allee 12,  Berlin",1935,1939,
Immanuel Apotheke Max Grünwald,"Prenzlauer Allee 15,  Berlin",1900,1934,
Herbert Samuel,"Prenzlauer Allee 17,  Berlin",1927,1935,
Dr. Max Salinger,"Prenzlauer Allee 176,  Berlin",1916,1938,
Groß & Grischmann,"Prenzlauer Allee 18,  Berlin",1919,1938,
Siegmund Hurtig,"Prenzlauer Allee 211,  Berlin",1921,1939,
Robert Ginsberg,"Prenzlauer Allee 22,  Berlin",1923,1936,
Martha Hirsch Fisch- und Krebs-Großhandlung,"Prenzlauer Allee 3,  Berlin",1916,1938,1938
Dr. Jewnin & Tebrich,"Prenzlauer Allee 34,  Berlin",1914,1939,1941
Gebrüder Blumenthal,"Prenzlauer Allee 34,  Berlin",1919,1933,1940
Heinrich Brieger,"Prenzlauer Allee 34,  Berlin",1911,1941,
Möbelhaus Wendt & Co,"Prenzlauer Allee 35,  Berlin",1932,1938,
Elisabeth Goldschmidt Damenkonfektion,"Prenzlauer Allee 36,  Berlin",1934,1938,1941
Heinrich Baer,"Prenzlauer Allee 36,  Berlin",1929,1938,
Adolf Stern Eisen- und Metallgroßhandlung,"Prenzlauer Allee 36,  Berlin",1908,1939,
Leo Lachmann,"Prenzlauer Allee 38,  Berlin",1935,1938,1940
Sacher Neumann Engros- und Detailhandel mit Wolle und Seide,"Prenzlauer Allee 40,  Berlin",1937,1940,
M. & A. Holländer,"Prenzlauer Allee 41,  Berlin",1928,1939,1941
Elysium Lichtspiele GmbH,"Prenzlauer Allee 56,  Berlin",1926,1936,1936
Häuser-Verwaltungs-Büro Eliner GmbH,"Prenzlauer Allee 6,  Berlin",1927,1937,
Berlin-Schöneberger Hausgrundstücks-Gesellschaft mbH,"Prenzlauer Allee 6,  Berlin",1913,,
M. Lewin Mützenfabrik,"Prenzlauer Allee 8,  Berlin",1900,1937,
Julius Brann GmbH,"Prenzlauer Allee 97/100,  Berlin",1923,1938,
Handwäscherei Klein,"Prenzlauer Berg  11,  Berlin",,,
Rudolf Klein,"Prenzlauer Promenade 176,  Berlin",1930,1939,
Etel Fachler,"Prenzlauer Str.  10,  Berlin",,,
Niunia Marbach,"Prenzlauer Str.  16,  Berlin",,,
Z. Rottenburg,"Prenzlauer Str.  32,  Berlin",,,
Nathan Markowicz,"Prenzlauer Str.  35,  Berlin",,,
T. B. G. Tuch-Vertriebs-Gesellschaft Wilhelm Perlberg u. Co,"Prenzlauer Str. 12,  Berlin",1937,1940,
Carl Ockler,"Prenzlauer Str. 13,  Berlin",1901,1936,
Samson Schömann,"Prenzlauer Str. 16,  Berlin",1916,1938,1941
Pinkus Szydlow,"Prenzlauer Str. 18,  Berlin",1935,1939,1940
Hermann Bernsohn,"Prenzlauer Str. 18,  Berlin",1921,1939,1939
Rudolf J. Eskenasy,"Prenzlauer Str. 19a,  Berlin",1919,1935,
Adolf Förster,"Prenzlauer Str. 20,  Berlin",1935,1939,1940
Ferdinand Katz,"Prenzlauer Str. 20,  Berlin",1923,1938,
Benjamin Goldberg,"Prenzlauer Str. 22,  Berlin",1935,1939,
Lemel Weinmann,"Prenzlauer Str. 22,  Berlin",1921,1939,
Salomon Krakauer,"Prenzlauer Str. 23,  Berlin",1923,1939,
Leopold Ader Eier engros,"Prenzlauer Str. 24,  Berlin",1921,1937,
S. Rinzler & Sohn,"Prenzlauer Str. 25,  Berlin",1917,1937,
Samuel Wald,"Prenzlauer Str. 27,  Berlin",1923,1938,1940
Arthur Fischer,"Prenzlauer Str. 27,  Berlin",1902,1939,1939
Max & Fritz Stammreich,"Prenzlauer Str. 27,  Berlin",1928,1938,
Gebr. S. & E. Schmukler,"Prenzlauer Str. 32a,  Berlin",1921,1940,
Tuchhaus Josef Fabian,"Prenzlauer Str. 32a,  Berlin",1935,1941,
S. Robert & Co,"Prenzlauer Str. 32a,  Berlin",1920,1939,
Herrmann Schlesinger & Co,"Prenzlauer Str. 35,  Berlin",1900,1938,1939
Werner Haase,"Prenzlauer Str. 35,  Berlin",1935,1939,
L. W. Schneider & Co,"Prenzlauer Str. 35,  Berlin",1900,,
Cohn & Wertheim,"Prenzlauer Str. 36,  Berlin",1900,1941,
Hoppe's Möbelfabrik & Lager,"Prenzlauer Str. 37,  Berlin",1900,1932,
Hoppe's Möbellager KG,"Prenzlauer Str. 37,  Berlin",1931,1945,
Salo Wildmann,"Prenzlauer Str. 38,  Berlin",1927,1941,
Michael & Wilhelm Chaskel,"Prenzlauer Str. 4,  Berlin",1935,1938,1939
Blasbalg & Schneider,"Prenzlauer Str. 41,  Berlin",1920,1938,
Gertrud Powitzer,"Prenzlauer Str. 42,  Berlin",1936,1940,
Wohlmuth & Weinberger,"Prenzlauer Str. 43,  Berlin",1921,1938,
"Isak Szydlow, Geflügel- und Lebensmittelhandlung","Prenzlauer Str. 44,  Berlin",1935,1940,
Josef Rappaport & Sohn Textilwaren,"Prenzlauer Str. 45,  Berlin",1935,1939,1939
Cäsar Luft,"Prenzlauer Str. 46,  Berlin",1921,1939,
Möbel-Alexander Heinrich Alexander,"Prenzlauer Str. 47,  Berlin",1937,1940,
Leo Spagat,"Prenzlauer Str. 50,  Berlin",1921,1938,1939
R. Eisland & Co Herrenkleider- und Gummimäntelfabrik,"Prenzlauer Str. 56,  Berlin",1937,1939,
Heinrich Schlanger,"Prenzlauer Str. 7/8,  Berlin",1923,1938,1939
James Baer & Co,"Prinregentenstr. 84,  Berlin",1920,1937,
Jacob Neumark,"Prinz-Albrecht-Str. 1,  Berlin",1915,1934,
Max Lindemann - Etam,"Prinz-Albrecht-Str. 8,  Berlin",1916,1938,
N. Levy-Stern & Co AG,"Prinz-Albrecht-Str. 8,  Berlin",1925,1938,
Etablissement Mayer GmbH,"Prinz-Albrecht-Str. 8,  Berlin",1925,1939,
Palatin Handels- und Grundstücksgesellschaft mbH,"Prinz-Handjery-Str. 23,  Berlin",1923,,
A. Ullendorff & Co,"Prinz-Handjery-Str. 78/80,  Berlin",1919,1938,1942
Grundstücks-AG Dido,"Prinz-Louis-Ferdinand-Str. 1,  Berlin",1923,1935,
Gesellschaft für Grundbesitz und Kapitalanlagen GmbH,"Prinz-Louis-Ferdinand-Str. 1,  Berlin",1913,1937,
Jablonski & Co KG,"Prinz-Louis-Ferdinand-Str. 1,  Berlin",1912,1938,
Deutsch-Holländische Grunderwerbsgesellschaft mbH,"Prinz-Louis-Ferdinand-Str. 1,  Berlin",1920,1937,
Arndt & Medina Vertrieb patentierter Neuheiten,"Prinz-Louis-Ferdinand-Str. 5,  Berlin",1931,1939,1939
Hektor Grundstücksgesellschaft mbH,"Prinz-Louis-Ferdinand-Str. 7,  Berlin",1913,1938,
Dampfwäscherei Carola,"Prinzen Allee  34,  Berlin",,,
Hugo Liebenwalde,"Prinzenallee 12,  Berlin",1917,1932,
Prinzen Apotheke Julius Jacob,"Prinzenallee 22,  Berlin",1910,1936,
Gebr. Gattel,"Prinzenallee 57/58,  Berlin",1902,1936,
Gummi- u. Asbest-Gesellschaft Engl & Co,"Prinzenallee 58,  Berlin",1927,,1941
Karplus & Herzberger,"Prinzenallee 60,  Berlin",1901,1933,
Dr. Lövinsohn & Co,"Prinzenallee 67/69,  Berlin",1900,1938,
Albert Asch,"Prinzenallee 77,  Berlin",1901,1937,
Malzbierbrauerei Groterjan & Co AG,"Prinzenallee 79/80,  Berlin",1900,1934,
"Mohr'sches Conservatorium, Direktor: Fritz Vogel","Prinzenstr.  44,  Berlin",,,
Margot Meth,"Prinzenstr.  56,  Berlin",,,
Richard Kaufmann,"Prinzenstr. 102,  Berlin",1919,1938,
"Alfred Sachs, Ingenieur","Prinzenstr. 105,  Berlin",1921,1941,
Hermann Rasenack Nachf.,"Prinzenstr. 20,  Berlin",1901,1937,
Jacob W. Rosen,"Prinzenstr. 23,  Berlin",1937,1939,
