"business_name","Address","Founded / Registration Date","Erloschen / Took possesion","Expiration Date","category"
"Brawas Brandenburgische Wasserspar-GmbH","Schiffbauerdamm 2,  Berlin","1926","1940.0","","construction"
"Fahrzeugdienst Fritz Wertheim","Schiffbauerdamm 28,  Berlin","1936","1939.0","","machines, motor vehicles & technical articles"
"J. Schwersenz & Sohn","Schiffbauerdamm 31/32,  Berlin","1900","1939.0","","Nahrungs- und Genussmittel"
"Klute und Füting","Schiffbauerdamm 4,  Berlin","1939","1939.0","1940.0","textiles and clothing"
"Louis Aronsohn","Schildhornstr.  16,  Berlin","","","","textiles and clothing"
"Max Scheier","Schillerpromenade  36,  Berlin","","","",""
"Hugo Sieburth","Schillerstr.  10,  Berlin","","","","chemicals and pharmaceuticals"
"Ella Herrlich","Schillerstr.  57,  Berlin","","","","textiles and clothing"
"Ch. Kraschkowski","Schillerstr.  75,  Berlin","","","","textiles and clothing"
"R. Blume GmbH / Paul Lindemann(Schlosser), F. Neumann(Dipl. Ing.)","Schillerstr.  94,  Berlin","","","","metals and metal goods"
"Berliner Makronenfabrik Abraham Marcus","Schillerstr. 106,  Berlin","1910","1940.0","","Nahrungs- und Genussmittel"
"Berliner Markisen- und Zelte-Fabrik Kajet & Haack","Schillerstr. 106,  Berlin","1911","","","Möbel"
"Aisik Futtermann","Schillerstr. 111,  Berlin","1922","1938.0","","Nahrungs- und Genussmittel"
"Hammonia-Reiniger-Werk GmbH","Schillerstr. 118,  Berlin","1924","1938.0","","chemicals and pharmaceuticals"
"Pogliani und Hepner GmbH","Schillerstr. 12,  Berlin","1936","1922.0","","real estate"
"Sußmann & Wiesenthal","Schillerstr. 13,  Berlin","1922","1939.0","",""
"Hans Stein","Schillerstr. 18,  Berlin","1920","1939.0","","textiles and clothing"
"Chaim Both","Schillerstr. 29,  Berlin","1904","1939.0","","textiles and clothing"
"Siegbert Bermann","Schillerstr. 6,  Berlin","1906","1938.0","","Nahrungs- und Genussmittel"
"Heinrich Laufer","Schillerstr. 61,  Berlin","1921","1938.0","","Nahrungs- und Genussmittel"
"Mayer Anfang","Schillerstr. 88/89,  Berlin","1912","1935.0","","Nahrungs- und Genussmittel"
"R. Blume Metallbaugesellschaft mbH","Schillerstr. 94,  Berlin","1934","1938.0","","construction"
"R. Blume GmbH","Schillerstr. 96,  Berlin","1923","1938.0","1939.0","metals and metal goods"
"Ignaz Ansbach","Schillingstr.  14,  Berlin","","","","publishing and printing"
"Winterfeld & Linz","Schillingstr.  14,  Berlin","","","","textiles and clothing"
"Jakob Last","Schillingstr. 14,  Berlin","1928","1938.0","","textiles and clothing"
"Hugo Unger","Schillingstr. 14,  Berlin","1918","1939.0","","metals and metal goods"
"Mechanische Matratzenfabrik M. Guttmann GmbH","Schillingstr. 14,  Berlin","1911","1939.0","","Möbel"
"Richard Hammerstein GmbH","Schillingstr. 14,  Berlin","1923","1939.0","","household goods"
"Rosette Eger","Schillingstr. 14/16,  Berlin","1917","1938.0","","used goods"
"Richard Fröhlich, Fabrikation kunstseidener Damenwäsche","Schillingstr. 16,  Berlin","1934","1939.0","","textiles and clothing"
"E. & L. Littmann","Schillingstr. 37,  Berlin","1921","1940.0","","textiles and clothing"
"Walter Simon & Co","Schillstr. 1,  Berlin","1917","1932.0","","metals and metal goods"
"Goldschmidt & Schwabe","Schillstr. 11,  Berlin","1930","1935.0","","electrical goods"
"Erich Goldschmidt Beleuchtungskörper","Schillstr. 11,  Berlin","1934","1939.0","","electrical goods"
"Max Schildberger Inhaber Arthur Schlesinger","Schillstr. 3,  Berlin","1903","1936.0","","books and art"
"Victor Sternberg","Schinkelstr. 10,  Berlin","1920","","","textiles and clothing"
"Max Fritsch","Schinkestr. 12/13,  Berlin","1901","1938.0","1946.0","paper and paper goods"
"Dr. Speier u. von Karger, Chemische Fabrik","Schinkestr. 18/19,  Berlin","1901","1939.0","","chemicals and pharmaceuticals"
"Lydia Hahlo","Schlangenbader Str.  81,  Berlin","","","","textiles and clothing"
"Elektro-Galvanisator Willy Kutzsch","Schleiermacherstr. 37,  Berlin","1938","","","metals and metal goods"
"Leopold Fash","Schlesische Str. 20,  Berlin","1902","1939.0","","leather and shoes"
"Berliner Victoriamühle AG","Schlesische Str. 38,  Berlin","1907","1937.0","","Nahrungs- und Genussmittel"
"J. Prilutzky","Schleswiger Ufer  16,  Berlin","","","","transportation"
"Almus, Alfred","Schleswiger Ufer 9,  Berlin","","","","textiles and clothing"
"Sally Schkoll","Schliemannstr.  5,  Berlin","","","","textiles and clothing"
"S. Kristeller","Schliemannstr. 17,  Berlin","1902","1938.0","","Nahrungs- und Genussmittel"
"Frankenstein u. Sohn","Schloßplatz 1a,  Berlin","1932","1939.0","","textiles and clothing"
"Max Cohn Inh. Georg Hirschfeld","Schlossplatz 24,  Berlin","1900","1936.0","","retail shops and department stores"
"Musikhaus Simon","Schloßstr.  9,  Berlin","","","",""
"Arthur Schindler","Schloßstr. 107,  Berlin","1937","1939.0","1940.0","textiles and clothing"
"David Rosenstock Handelsvertretungen","Schloßstr. 118,  Berlin","1919","1936.0","","textiles and clothing"
"Heinrich Beermann & Co","Schloßstr. 119,  Berlin","1929","1940.0","","textiles and clothing"
"Heinrich Graetzer","Schloßstr. 130,  Berlin","1926","1938.0","","real estate"
"Schuhwarenhaus Hermann Völker, Max Czerninski","Schloßstr. 15,  Berlin","1931","1938.0","1938.0","leather and shoes"
"M. Wainstock & S. Arendt","Schloßstr. 15,  Berlin","1937","1939.0","","textiles and clothing"
"Femina Damenmoden GmbH","Schloßstr. 16,  Berlin","1930","1939.0","","textiles and clothing"
"F. W. Bechtold & Nöthling","Schloßstr. 28,  Berlin","1907","1936.0","","Nahrungs- und Genussmittel"
"Schloßpark Film- und Bühnenschau GmbH","Schloßstr. 48,  Berlin","1923","1936.0","1938.0","restaurants"
"Spitzenkunst GmbH","Schloßstr. 84,  Berlin","1924","","","textiles and clothing"
"Textilhaus Steglitz Badrian & Co GmbH","Schloßstr. 89,  Berlin","1924","1939.0","","retail shops and department stores"
"Kaufhaus Moritz Feidt","Schloßstr. 97,  Berlin","1907","1937.0","1937.0","retail shops and department stores"
"Schuhhaus Münzer & Co","Schloßstr. 98,  Berlin","1921","1938.0","","leather and shoes"
"Kaffee-Vertrieb Georg Benjamin","Schlüterstr.  16,  Berlin","","","","Nahrungs- und Genussmittel"
"Israel Kuczynski","Schlüterstr.  21,  Berlin","","","","chemicals and pharmaceuticals"
"Olga Bossack","Schlüterstr.  24,  Berlin","","","","books and art"
"Pension Liaschinsky","Schlüterstr.  36,  Berlin","","","",""
"Pension Phiebig","Schlüterstr.  54,  Berlin","","","","restaurants"
"Schlüter-Confiserie","Schlüterstr.  54,  Berlin","","","","Nahrungs- und Genussmittel"
"G. Bodanszky","Schlüterstr.  59,  Berlin","","","","textiles and clothing"
"Adolf Dresler","Schlüterstr.  9,  Berlin","","","","textiles and clothing"
"Julius Lilienthal","Schlüterstr. 17,  Berlin","1901","1939.0","","restaurants"
"Droysenhaus Grundstücksgesellschaft mbH","Schlüterstr. 18,  Berlin","1913","1938.0","","real estate"
"Ludwig Baer","Schlüterstr. 26,  Berlin","1920","1937.0","","textiles and clothing"
"Sommerguth & Aschner AG","Schlüterstr. 27,  Berlin","1923","1935.0","","construction materials and fuel"
"Zeppelin-Drogerie Apotheker Arthur Schaefer","Schlüterstr. 29,  Berlin","1908","1938.0","1939.0","chemicals and pharmaceuticals"
"Albert Blumenthal","Schlüterstr. 29,  Berlin","1912","1939.0","","metals and metal goods"
"Hans Gumpel & Co","Schlüterstr. 38,  Berlin","1923","1936.0","","banks and insurance"
"Germaniamühle Sommerguth & Aschner KG","Schlüterstr. 39,  Berlin","1937","1940.0","1940.0","Nahrungs- und Genussmittel"
"S. & R. Revy","Schlüterstr. 4,  Berlin","1918","1938.0","","Nahrungs- und Genussmittel"
"Ernst Naumann & Sander","Schlüterstr. 43,  Berlin","1909","1939.0","","textiles and clothing"
"S. Hurtig & Co","Schlüterstr. 49,  Berlin","1904","1938.0","","chemicals and pharmaceuticals"
"Walter Marx & Co","Schlüterstr. 49,  Berlin","1932","1941.0","","metals and metal goods"
"Paul Hartwich Kartoffelgroßhandlung","Schlüterstr. 53,  Berlin","1935","1939.0","","Nahrungs- und Genussmittel"
"Martin Levy","Schlüterstr. 54,  Berlin","1908","1938.0","","Nahrungs- und Genussmittel"
"Senius AG, Maschinen, Eisen, Berg-, Hütten- und Rohprodukte","Schlüterstr. 55,  Berlin","1927","1942.0","","metals and metal goods"
"Kurt Lindemann-Juwelier","Schlüterstr. 58,  Berlin","1921","1939.0","1940.0","jewelry and precious metals"
"Mützen-Fabrik Franz Jellinek","Schmidstr. 15,  Berlin","1907","","1939.0","textiles and clothing"
"Deutscher Modenverlag Louis Joseph","Schmidstr. 19/20,  Berlin","1914","1939.0","","publishing and printing"
"Favorit-Verlag Georg Lehmann","Schmidstr. 19/20,  Berlin","1928","1939.0","","publishing and printing"
"Gustav Lyon Stiftung GmbH","Schmidstr. 19/20,  Berlin","1925","","","banks and insurance"
"Wiener & Babst","Schmidstr. 2,  Berlin","1925","1932.0","1934.0","metals and metal goods"
"Bernhard Roth Großschlächterei","Schmidstr. 2,  Berlin","1922","1938.0","","Nahrungs- und Genussmittel"
"Matrazen-Industrie GmbH","Schmidstr. 24,  Berlin","1927","1938.0","","Möbel"
"H. Leiser Nachf.","Schmidstr. 25/26,  Berlin","1902","1933.0","","leather and shoes"
"Ludwig Grünthal","Schmidstr. 4,  Berlin","1918","1939.0","","Nahrungs- und Genussmittel"
"Alboldt & Co GmbH","Schmidstr. 41,  Berlin","1924","1936.0","",""
"Isidor Sommerfeld","Schmidstr. 45,  Berlin","1907","1938.0","","leather and shoes"
"Gebr. Hiller","Schmidstr. 7,  Berlin","1902","1936.0","","textiles and clothing"
"Otto Metz & Co GmbH","Schmidstr. 8a,  Berlin","1932","1934.0","","paper and paper goods"
"Verlagsanstalt Leo Hohenstein","Schmidstr. 9,  Berlin","1906","1937.0","","publishing and printing"
"Gustav Lyon","Schmidtstr. 19/21,  Berlin 
    
                                                                                          Neue Jacobstr. 6,  Berlin","1900","1939.0","","publishing and printing"
"Leiser Fabrikations- und Handels-GmbH","Schmidtstr. 24/25,  Berlin","1912","1937.0","1936.0","leather and shoes"
"Martha Bucki","Schoelerpark  8,  Berlin","","","","publishing and printing"
"Reuß & Pollack","Schönburgstr. 11,  Berlin","1911","1939.0","","books and art"
"Alexander Neißer","Schönburgstr. 8,  Berlin","1924","1938.0","","Nahrungs- und Genussmittel"
"Siegfried Neuhofer","Schöneberger Str.  18,  Berlin","","","",""
"Hermann Alexander Jacoby","Schöneberger Str. 12,  Berlin","1917","1936.0","","electrical goods"
"Abraham, Ludwig","Schöneberger Str. 15,  Berlin","","","","textiles and clothing"
"Anso Apparatebau GmbH","Schöneberger Str. 15a,  Berlin","1931","1940.0","","machines, motor vehicles & technical articles"
"Jean Guthmann & Co GmbH","Schöneberger Str. 17a,  Berlin","1923","1934.0","","textiles and clothing"
"Sigfried Neuhoefer Rohprodukte Gummi Abfälle-Regenerate","Schöneberger Str. 18,  Berlin","1936","1938.0","","used goods"
"M. Laser, Splitter Tilsit Zweigniederlassung Berlin","Schöneberger Str. 18,  Berlin","1920","","","construction materials and fuel"
"P. Kosterlitz & Co","Schöneberger Str. 25,  Berlin","1900","1939.0","1942.0","Nahrungs- und Genussmittel"
"Berliner Rollfuhrunternehmen GmbH","Schöneberger Str. 25,  Berlin","1921","1939.0","1940.0","transportation"
"Hermann Blum","Schöneberger Str. 32,  Berlin","1901","1941.0","","textiles and clothing"
"Sanol U. C. GmbH","Schöneberger Ufer 17,  Berlin","1935","","","chemicals and pharmaceuticals"
"Jacques Borchardt","Schöneberger Ufer 27,  Berlin","1919","1939.0","","textiles and clothing"
"Clara Landau, Bibliophile Bücherstube GmbH","Schöneberger Ufer 31,  Berlin","1923","1930.0","1935.0","publishing and printing"
"Adolf Lieser","Schöneberger Ufer 37,  Berlin","1923","1938.0","","other"
"Gustav Prytek","Schöneberger Ufer 43,  Berlin","1900","1936.0","","Nahrungs- und Genussmittel"
"A. Blumenreich GmbH","Schöneberger Ufer 44,  Berlin","1919","1939.0","","books and art"
"Berthold Gumpel","Schonensche Str. 29,  Berlin","1920","1938.0","","textiles and clothing"
"Mendel Niederhoffer","Schönhauser Alee 128,  Berlin","1928","1934.0","","Nahrungs- und Genussmittel"
"Gebrüder Weißkopf","Schönhauser Allee  110,  Berlin","","","","household goods"
"E. Apfeldorf","Schönhauser Allee  150,  Berlin","","","","publishing and printing"
"Friseur Tuna","Schönhauser Allee  166,  Berlin","","","",""
"Max Kalischer","Schönhauser allee  188,  Berlin","","","","Maschinen und Fahrzeuge, technische Artikel"
"Moritz Amtmann","Schönhauser Allee  40,  Berlin","","","","construction"
"Isabella Bick","Schönhauser Allee  62,  Berlin","","","","Möbel"
"Vineta Keks-und Kuchenbäckerei","Schönhauser Allee  85,  Berlin","","","","Nahrungs- und Genussmittel"
"Gustav Jacobi","Schönhauser Allee 105,  Berlin","1910","1938.0","","retail shops and department stores"
"Spezialgeschäft Nordring für Arbeiter- & Berufskleidung L. & S. Kahn","Schönhauser Allee 108,  Berlin","1937","1940.0","","textiles and clothing"
"Gebr. Morris","Schönhauser Allee 110,  Berlin","1906","1940.0","","household goods"
"Martha Lewinsky Wäsche und Schürzenfabrikation","Schönhauser Allee 111,  Berlin","1935","1938.0","1940.0","textiles and clothing"
"Salo Goldstein","Schönhauser Allee 112,  Berlin","1902","1938.0","1939.0","retail shops and department stores"
"Hermann Adler","Schönhauser Allee 113,  Berlin","1916","1940.0","","textiles and clothing"
"Strumpfhaus Samuel Schmuckler","Schönhauser Allee 126,  Berlin","1920","1938.0","","textiles and clothing"
"Adolf Kreutzberger Inhaber Joseph Danziger","Schönhauser Allee 127,  Berlin","1926","1939.0","","textiles and clothing"
"Minerva Apotheke Dr. S. Kobylinski","Schönhauser Allee 129,  Berlin","1901","1936.0","","pharmacies"
"Fahrradhaus Nordring Ing. Markus Rosenkranz","Schönhauser Allee 129,  Berlin","1927","1939.0","","machines, motor vehicles & technical articles"
"Max Goldstein Chocoladen & Zuckerwaren-engros","Schönhauser Allee 130,  Berlin","1914","1938.0","","Nahrungs- und Genussmittel"
"Strumpfhaus Fortuna Manes Fenichel","Schönhauser Allee 140,  Berlin","1930","1939.0","","textiles and clothing"
"Alfred Laski & Co Tabakwarengroßhandlung","Schönhauser Allee 149,  Berlin","1931","1939.0","","Nahrungs- und Genussmittel"
"Louis Dallmann","Schönhauser Allee 163a,  Berlin","1901","1939.0","","textiles and clothing"
"Walter Rotter Darmgroßhandlung","Schönhauser Allee 163a,  Berlin","1927","","","Nahrungs- und Genussmittel"
"Margarinefabrik Groß-Berlin GmbH","Schönhauser Allee 164,  Berlin","1930","1937.0","1937.0","Nahrungs- und Genussmittel"
"Gebrüder Helft","Schönhauser Allee 164,  Berlin","1914","1930.0","1935.0","paper and paper goods"
"Hermann Friedlaender Kinder-Confection","Schönhauser Allee 164/165,  Berlin","1904","1940.0","","textiles and clothing"
"Gebr. Kindermann","Schönhauser Allee 167a,  Berlin","1906","1937.0","1937.0","advertising"
"Simon Goldmann","Schönhauser Allee 184,  Berlin","1928","1939.0","","textiles and clothing"
"Sara Epstein","Schönhauser Allee 186a,  Berlin","1936","1939.0","","Möbel"
"Emanuel Moor","Schönhauser Allee 187,  Berlin","1935","1938.0","1940.0","textiles and clothing"
"Alfred Lewandowski & Co","Schönhauser Allee 30,  Berlin","1903","1939.0","","Nahrungs- und Genussmittel"
"F. Ruschin & Co","Schönhauser Allee 31,  Berlin","1933","1939.0","1940.0","metals and metal goods"
"Max Ruschin & Co","Schönhauser Allee 31,  Berlin","1912","","","metals and metal goods"
"Kuntze & Teicher","Schönhauser Allee 34,  Berlin","1927","1938.0","1939.0","machines, motor vehicles & technical articles"
"Caesar Krucz Metallwarenfabrik","Schönhauser Allee 34,  Berlin","1925","1939.0","1939.0","metals and metal goods"
"R. Wangenheim & Co","Schönhauser Allee 44,  Berlin","1923","1936.0","","metals and metal goods"
"Ostdeutsche Gesellschaft für den Handel mit Chemikalien, kosmetischen Artikeln und Drogen (Ostdrog) mbH","Schönhauser Allee 44a,  Berlin","1923","1939.0","1940.0","chemicals and pharmaceuticals"
"Carl Himmelweit","Schönhauser Allee 45a,  Berlin","1910","1939.0","","textiles and clothing"
"Leo Blatt","Schönhauser Allee 5,  Berlin","1919","1939.0","","textiles and clothing"
"Lemer & Co Pelzplattenfabrikation","Schönhauser Allee 6/7,  Berlin","1930","1939.0","1939.0","textiles and clothing"
"Adolf Meyer Mützenfabrication","Schönhauser Allee 6/7,  Berlin","1915","1937.0","","textiles and clothing"
"Cigaretten Fabrik Bravour Dunje & Söhne","Schönhauser Allee 6/7,  Berlin","1917","1939.0","","Nahrungs- und Genussmittel"
"Moses Schlachet","Schönhauser Allee 68,  Berlin","1934","1940.0","","textiles and clothing"
"Salinger & Co","Schönhauser Allee 70 d,  Berlin","1922","1939.0","","textiles and clothing"
"Leske & Stupecki","Schönhauser Allee 70c,  Berlin","1907","1939.0","","textiles and clothing"
"Fuchs-Schuhe Fritz Fuchs","Schönhauser Allee 72,  Berlin","1900","1936.0","","leather and shoes"
"Essig- u. Mostrich-Fabrik Nordring Hugo Jacobsohn & Co","Schönhauser Allee 72c,  Berlin","1926","1935.0","","Nahrungs- und Genussmittel"
"Teigwaren-Fabrik Merkur GmbH","Schönhauser Allee 73,  Berlin","1926","1936.0","","Nahrungs- und Genussmittel"
"Nordring-Apotheke Dr. Kurt Fraenkel","Schönhauser Allee 79,  Berlin","1936","1936.0","","pharmacies"
"Reichenthal & Ringel Herrenkonfection Engros-Export","Schönhauser Allee 8,  Berlin","1919","1939.0","","textiles and clothing"
"Gebr. Becker Inh. Max Franke","Schönhauser Allee 84,  Berlin","1903","1936.0","","textiles and clothing"
"Apotheker Egon Lustig","Schönhauser Allee 86,  Berlin","1919","1941.0","","pharmacies"
"Hermann Piehl Nachfolger Inh. Salo Bergmann","Schönhauser Allee 9,  Berlin","1905","1939.0","","Möbel"
"James Gutmann","Schönhauser Allee 9a,  Berlin","1904","1937.0","","machines, motor vehicles & technical articles"
"Louis Brünneck","Schönholzer Str.  11,  Berlin","","","","textiles and clothing"
"Mendel Kesten","Schönstedtr. 15,  Berlin","1922","1935.0","",""
"Elsana Inh. Samuel Goldberg","Schönwalder Str. 111,  Berlin","1925","1938.0","","textiles and clothing"
"Kronen-Apotheke - Homöopathische Zentral-Apotheke Inhaber Fritz Freuthal","Schönwalder Str. 26,  Berlin","1913","1936.0","","pharmacies"
"Georg Moringen","Schönwalder Str. 35,  Berlin","1926","1938.0","","metals and metal goods"
"Martin M. Sternberg Mehl- und Getreide-Großhandel","Schönwalder Str. 55,  Berlin","1936","1939.0","","Nahrungs- und Genussmittel"
"Malzfabrik Spandau GmbH","Schönwalder Str. 55/56,  Berlin","1926","1937.0","1941.0","Nahrungs- und Genussmittel"
"Moses Honig","Schönwalder Str. 9,  Berlin","1931","1940.0","","Nahrungs- und Genussmittel"
"Arthur Hannes","Schönwalder Str. 90,  Berlin","1933","1939.0","","textiles and clothing"
"Israel Feldmann","Schrammstr. 7,  Berlin","1935","1939.0","","jewelry and precious metals"
"Hindenburg-Apotheke Max Förster","Schudomastr. 46/47,  Berlin","1920","1936.0","","pharmacies"
"Walter Friedländer Getreide, Lebensmittel","Schudomastr. 6,  Berlin","1926","1937.0","","Nahrungs- und Genussmittel"
"Walter Rosenthal","Schulenburgring 45,  Berlin","1931","1937.0","","banks and insurance"
"Nord-Apotheke Hermann Sachs","Schulstr. 1,  Berlin","1904","1935.0","","pharmacies"
"Leopold Kaim & Co","Schulzendorfer Str. 9,  Berlin","1935","1938.0","","machines, motor vehicles & technical articles"
"Willi Naftaniel","Schulzendorferstr.  20,  Berlin","","","",""
"Theaterabonnement GmbH","Schumannstr. 13,  Berlin","1928","1936.0","","restaurants"
"Deutsches Theater, Direktion Max Reinhardt","Schumannstr. 13a,  Berlin","1907","1934.0","1936.0","restaurants"
"Deutsches Theater in Berlin GmbH","Schumannstr. 13a,  Berlin","1926","1934.0","","restaurants"
"Salomon Joffe","Schützensstr. 68,  Berlin","1935","1939.0","","textiles and clothing"
"Oswald Kurzer","Schützenstr.  27,  Berlin","","","","advertising"
"Alfred Karg Verwaltungsgesellschaft für Grundbesitz mbH","Schützenstr. 10,  Berlin","1933","1936.0","","real estate"
"Alfred Karg, Grundstücks-GmbH","Schützenstr. 10,  Berlin","1934","","","real estate"
"J. Meyerhof","Schützenstr. 15/17,  Berlin","1901","1938.0","1939.0","textiles and clothing"
"Möbelstoffe und Teppiche Held & Klein AG","Schützenstr. 15/17,  Berlin","1923","1932.0","1936.0","Möbel"
"Julius Schürmann","Schützenstr. 15/17,  Berlin","1933","1940.0","","textiles and clothing"
"Gustav Hamel & Co","Schützenstr. 29/30,  Berlin","1902","1938.0","","textiles and clothing"
"Hugo Lehmann","Schützenstr. 33,  Berlin","1918","1940.0","","textiles and clothing"
"Alfred Seligmann","Schützenstr. 36,  Berlin","1913","1941.0","1941.0","textiles and clothing"
"Kahn, Herxheimer & Co","Schützenstr. 5,  Berlin","1901","1939.0","","other"
"Robert Mühlberg","Schützenstr. 52,  Berlin","1928","1938.0","1940.0","textiles and clothing"
"Gebrüder Wagner","Schützenstr. 53,  Berlin 
    
                                                                                          Kronenstr. 23,  Berlin","1910","1939.0","","textiles and clothing"
"Plachte & Salomon","Schützenstr. 54,  Berlin","1921","1936.0","1939.0","textiles and clothing"
"Alfred Elkan","Schützenstr. 54/55,  Berlin","1903","1938.0","","other"
"James Simon","Schützenstr. 54/55,  Berlin","1921","1938.0","","textiles and clothing"
"Dienstag & Co","Schützenstr. 56,  Berlin","1929","1939.0","","textiles and clothing"
"S. Bendit Konfektions Exportgesellschaft mbH","Schützenstr. 57,  Berlin","1928","1940.0","","textiles and clothing"
"Dreßel & Ephraim","Schützenstr. 59,  Berlin","1919","1939.0","1940.0","textiles and clothing"
"Leo Hirschler","Schützenstr. 59,  Berlin","1922","1938.0","1939.0","textiles and clothing"
"Max Schulvater","Schützenstr. 59,  Berlin","1907","1940.0","","textiles and clothing"
"Mitex, Mitteldeutsche Textil-AG","Schützenstr. 60,  Berlin","1923","1936.0","","textiles and clothing"
"Salomon & Kaminsky","Schützenstr. 60/61,  Berlin","1910","1935.0","1937.0","textiles and clothing"
"Paul & Oskar Kohorn","Schützenstr. 65/66,  Berlin","1936","1940.0","","textiles and clothing"
"Siegfried Schlutz","Schützenstr. 73/74,  Berlin","1937","1937.0","1938.0","textiles and clothing"
"Eduard Cohn jr.","Schützenstr. 75,  Berlin","1925","1938.0","","textiles and clothing"
"Rudolph Löwinberg","Schützenstr. 8,  Berlin","1900","1938.0","","textiles and clothing"
"Kronen-Apotheke Max Thiele","Schützenstr. 87,  Berlin","1912","1936.0","","pharmacies"
"Dom-Kellerei zu Köln AG","Schützenstr. 9,  Berlin","1922","1938.0","","Nahrungs- und Genussmittel"
"J. A. Gilka AG","Schützenstr. 9,  Berlin","1923","","","Nahrungs- und Genussmittel"
"Ambros Wäscherei","Schwäbische Str.  14,  Berlin","","","","textiles and clothing"
"Pension Goldstein","Schwäbische Str.  7,  Berlin","","","","restaurants"
"Meier Matthias Gummiwaren-Großvertrieb","Schwäbische Str. 1,  Berlin","1916","1937.0","","chemicals and pharmaceuticals"
"Hch. Heilbronn","Schwäbische Str. 11,  Berlin","1903","1934.0","","banks and insurance"
"Dr. Ernst Moritz & Co Jupiter Hochdruck-Schweißapparate","Schwäbische Str. 11,  Berlin","1937","1941.0","","machines, motor vehicles & technical articles"
"J. Lazarus GmbH","Schwäbische Str. 19,  Berlin","1918","1930.0","1934.0",""
"J. Kurt Kranz","Schwäbische Str. 25,  Berlin","1919","1935.0","","Nahrungs- und Genussmittel"
"Verlag für Sprach- und Handelswissenschaft Sally Simon","Schwäbische Str. 25,  Berlin","1900","1938.0","","publishing and printing"
"Julius Treister, Immobilien","Schwäbische Str. 28,  Berlin","1937","1940.0","","real estate"
"Handelskontor industrieller Tabakserzeugnisse Hakointa Arthur Freund","Schwäbische Str. 29,  Berlin","1920","1936.0","","Nahrungs- und Genussmittel"
"F. Bachmann u. Co Bauausführungen","Schwäbische Str. 3,  Berlin","1937","1942.0","","construction"
"Paul Ziege KG","Schwäbische Str. 7,  Berlin","1934","1940.0","","textiles and clothing"
"Adolph Bromberg","Schwäbische Str. 8,  Berlin","1920","1939.0","1939.0","leather and shoes"
"Viktor Bernhardt","Schwäbische Str. 9,  Berlin","1921","1936.0","","Nahrungs- und Genussmittel"
"Martin Bendix","Schwäbische Str. 9,  Berlin","1921","1939.0","","Nahrungs- und Genussmittel"
"Julius Heller & Co GmbH","Schwäische Str. 7,  Berlin","1920","1938.0","","construction materials and fuel"
"Max Kuttner","Schwalbacher Str. 7,  Berlin","1920","1937.0","","Nahrungs- und Genussmittel"
"Paula Langer","Schwedenstr.  18,  Berlin","","","",""
"Wolf Zucker","Schwedter Str. 22,  Berlin","1916","1938.0","","Nahrungs- und Genussmittel"
"Proskauer & Pauson","Schwedter Str. 251,  Berlin","1903","1932.0","","Möbel"
"Heimann Kallmann","Schwedter Str. 33,  Berlin","1936","1939.0","","textiles and clothing"
"Meier Twiasschor","Schwedter Str. 4/5,  Berlin","1929","1939.0","","Möbel"
"Cigaretten Hülsen Fabrik Helios Pinsker & Awerbuch","Schwedter Str. 5,  Berlin","1921","1939.0","","Nahrungs- und Genussmittel"
"Chemische und pharmazeutische Fabrikation Dr. Georg Henning","Schwedter Str. 9,  Berlin","1914","1934.0","","chemicals and pharmaceuticals"
"Möbelhaus David Ornstein","Schwedter Str. 9,  Berlin","1902","1935.0","","Möbel"
"Theaterkunst Hermann J. Kaufmann","Schwedter Str. 9,  Berlin","1918","","","Möbel"
"Bekufa Berliner Kunstspeisefett- und Schmalz-Fabrikation, GmbH","Schweinfurther Str. 94,  Berlin","1933","1938.0","1939.0","Nahrungs- und Genussmittel"
"GmbH zur Beschaffung von Büroräumen","Schweitzerstr. 27,  Berlin","1921","1936.0","1937.0","other"
"M. Wosner","Sebastianstr.  2,  Berlin","","","","textiles and clothing"
"J. Flichter","Sebastianstr.  29,  Berlin","","","","household goods"
"Emmanuel Weiss (Emmanuel Weiß)","Sebastianstr.  54,  Berlin","","","","textiles and clothing"
"Paul Ball","Sebastianstr. 1,  Berlin","1909","1938.0","","other"
"Bernhard Förster","Sebastianstr. 16,  Berlin","","","","construction"
"Benno Citroen","Sebastianstr. 34,  Berlin","1920","1940.0","","textiles and clothing"
"Büropa Bürobedarf und Papier Handelsgesellschaft mbH","Sebastianstr. 61,  Berlin","1926","1934.0","1935.0","paper and paper goods"
"Oscar Schön & Co","Sebastianstr. 67,  Berlin","1901","1940.0","","chemicals and pharmaceuticals"
"Almerfa-Geschäftsbücherfabrik Alfred Meyer Nachfolger","Sebastianstr. 7,  Berlin","1925","1936.0","","paper and paper goods"
"Werner Eisig","Sebastianstr. 7,  Berlin","1922","1939.0","","textiles and clothing"
"Michael Adler & Co","Sebastianstr. 8,  Berlin","1921","1936.0","","textiles and clothing"
"Anna Streit","Sedanstr.  14,  Berlin","","","",""
"Sedan-Apotheke Dr. Conrad Wedel","Sedanstr. 3,  Berlin","1900","1936.0","","pharmacies"
"Dampf-Marzipanmassen-Fabrik Germania Otto Wölfert & Co GmbH","Sedanstr. 35/37,  Berlin","1914","1938.0","1939.0","Nahrungs- und Genussmittel"
"Wolff Schmul","Seesener Str. 30,  Berlin","1920","","","banks and insurance"
"L. & J. Seligsohn","Seesener Str. 65/73,  Berlin","1901","1939.0","","construction materials and fuel"
